predator_scientific_name,predator_taxon_kingdom,prey_scientific_name,prey_taxon_kingdom,is_carnivorous_plant,valid_eats_prey,My Remarks,Need to check?,Type of Feeding
Histrionicus histrionicus,Animalia,Pachygrapsus crassipes,Animalia,,,,,
Milvus migrans,Animalia,Pachylomera femoralis,Animalia,,,,,
Milvus migrans parasitus,Animalia,Pachylomera femoralis,Animalia,,,,,
Mus musculus,Animalia,Pachyptila vittata,Animalia,,,,,
Anoplolepis steingroeveri,Animalia,Palpimanus,Animalia,,,,,
Halcyon albiventris albiventris,Animalia,Palystes,Animalia,,,,,
Java caroliwaterhousei,Animalia,Palystes,Animalia,,,,,
Java caroliwaterhousei,Animalia,Palystes superciliosus,Animalia,,,,,
Nannopterum auritum,Animalia,Pandalus,Animalia,,,,,
Pandion haliaetus,Animalia,Pandion haliaetus,Animalia,,,,,
Amadina erythrocephala,Animalia,Panicum miliaceum,Plantae,,,,,
Amadina fasciata contigua,Animalia,Panicum miliaceum,Plantae,,,,,
Passer diffusus stygiceps,Animalia,Panicum miliaceum,Plantae,,,,,
Passer melanurus vicinus,Animalia,Panicum miliaceum,Plantae,,,,,
Ploceus velatus,Animalia,Panicum miliaceum,Plantae,,,,,
Rhipidura javanica,Animalia,Pantala flavescens,Animalia,,,,,
Rhipidura javanica longicauda,Animalia,Pantala flavescens,Animalia,,,,,
Necrosyrtes monachus,Animalia,Panthera leo melanochaita,Animalia,,,,,
Trigonoceps occipitalis,Animalia,Panthera leo melanochaita,Animalia,,,,,
Panthera leo melanochaita,Animalia,Panthera leo melanochaita,Animalia,,,,,
Cryptachaea veruculata,Animalia,Pantomorus cervinus,Animalia,,,,,
Hemidactylus bowringii,Animalia,Papilio paris,Animalia,,,,,
Latrodectus mactans,Animalia,Papilio polyxenes,Animalia,,,,,
Creobroter gemmatus,Animalia,Papilio protenor,Animalia,,,,,
Globimetula mweroensis,Plantae,Fraxinus angustifolia,Plantae,FALSE,TRUE,mistletoe parasitizing host trees/shrubs,,Hemiparasitism
Crocodylus niloticus,Animalia,Papio ursinus griseipes,Animalia,,,,,
Crocodylus niloticus cowiei,Animalia,Papio ursinus griseipes,Animalia,,,,,
Oecophylla smaragdina,Animalia,Paradoxosomatidae,Animalia,,,,,
Globimetula mweroensis,Plantae,Morus alba,Plantae,FALSE,TRUE,mistletoe parasitizing host trees/shrubs,,Hemiparasitism
Ictinogomphus pertinax,Animalia,Parapolybia varia,Animalia,,,,,
Calodiplosis parinarii,Animalia,Parinari curatellifolia,Plantae,,,,,
Lopesia parinarii,Animalia,Parinari curatellifolia,Plantae,,,,,
Ardea herodias,Animalia,Parophrys vetulus,Animalia,,,,,
Larus glaucescens,Animalia,Parophrys vetulus,Animalia,,,,,
Larus glaucescens Ã— occidentalis,Animalia,Parophrys vetulus,Animalia,,,,,
Mergus serrator,Animalia,Parophrys vetulus,Animalia,,,,,
Vipera aspis,Animalia,Parus major,Animalia,,,,,
Vipera aspis francisciredi,Animalia,Parus major,Animalia,,,,,
Apis mellifera,Animalia,Paspalum notatum,Plantae,,,,,
Accipiter nisus,Animalia,Passer domesticus,Animalia,,,,,
Boaedon capensis,Animalia,Passer domesticus,Animalia,,,,,
Falco sparverius,Animalia,Passer domesticus,Animalia,,,,,
Quiscalus quiscula,Animalia,Passer domesticus,Animalia,,,,,
Monomorium minimum,Animalia,Passeriformes,Animalia,,,,,
Pantherophis alleghaniensis,Animalia,Passeriformes,Animalia,,,,,
Tyto alba poensis,Animalia,Passeriformes,Animalia,,,,,
Blepharucha zaide,Animalia,Passerina rigida,Plantae,,,,,
Dione vanillae,Animalia,Passiflora incarnata,Plantae,,,,,
Zaprionus indianus,Animalia,Passiflora incarnata,Plantae,,,,,
Dione vanillae,Animalia,Passiflora lutea,Plantae,,,,,
Disonycha discoidea,Animalia,Passiflora lutea,Plantae,,,,,
Dione vanillae,Animalia,Passiflora tenuiloba,Plantae,,,,,
Euptoieta claudia,Animalia,Passiflora tenuiloba,Plantae,,,,,
Astur cooperii,Animalia,Patagioenas fasciata,Animalia,,,,,
Junonia elgiva,Animalia,Pavonia dregei,Plantae,,,,,
Bombus sylvicola,Animalia,Pedicularis groenlandica,Plantae,,,,,
Polihierax semitorquatus,Animalia,Pedioplanis,Animalia,,,,,
Halcyon gularis,Animalia,Pelobatrachus stejnegeri,Animalia,,,,,
Pelobatrachus stejnegeri,Animalia,Pelobatrachus stejnegeri,Animalia,,,,,
Natrix helvetica,Animalia,Pelophylax lessonae,Animalia,,,,,
Cheirolasia burkei,Animalia,Peltophorum africanum,Plantae,,,,,
Globimetula mweroensis,Plantae,Populus deltoides,Plantae,FALSE,TRUE,mistletoe parasitizing host trees/shrubs,,Hemiparasitism
Bombus insularis,Animalia,Penstemon virens,Plantae,,,,,
Bombus nevadensis,Animalia,Penstemon virens,Plantae,,,,,
Aricia agestis,Animalia,Pentaglottis sempervirens,Plantae,,,,,
Bombus pratorum,Animalia,Pentaglottis sempervirens,Plantae,,,,,
Vanessa cardui,Animalia,Pentanisia,Plantae,,,,,
Euglossa dilemma,Animalia,Pentas lanceolata,Plantae,,,,,
Platycryptus undatus,Animalia,Pentastirini,Animalia,,,,,
Phidippus audax,Animalia,Pentatomoidea,Animalia,,,,,
Baryphas ahenus,Animalia,Pentatomomorpha,Animalia,,,,,
Numenius phaeopus,Animalia,Pentidotea,Animalia,,,,,
Plagiolepis pygmaea,Animalia,Pentodon bidens punctatus,Animalia,,,,,
Pandion haliaetus,Animalia,Perca flavescens,Animalia,,,,,
Podilymbus podiceps,Animalia,Perca flavescens,Animalia,,,,,
Anhinga novaehollandiae,Animalia,Perca fluviatilis,Animalia,,,,,
Podiceps cristatus,Animalia,Perca fluviatilis,Animalia,,,,,
Arilus cristatus,Animalia,Perillus,Animalia,,,,,
Miotopus diversus,Animalia,Peripatoides novaezealandiae,Animalia,,,,,
Pheidole hyatti,Animalia,Periplaneta,Animalia,,,,,
Ardea ibis,Animalia,Periplaneta americana,Animalia,,,,,
Tarentola mauritanica,Animalia,Periplaneta americana,Animalia,,,,,
Erythemis simplicicollis,Animalia,Perithemis tenera,Animalia,,,,,
Pseudacysta perseae,Animalia,Persea americana,Plantae,,,,,
Trioza magnoliae,Animalia,Persea palustris,Plantae,,,,,
Pluvialis squatarola,Animalia,Petrolisthes,Animalia,,,,,
Canis latrans,Animalia,Phalacrocoracidae,Animalia,,,,,
Larus occidentalis,Animalia,Phalacrocoracidae,Animalia,,,,,
Ardea herodias,Animalia,Phanerodon vacca,Animalia,,,,,
Cardinalis cardinalis,Animalia,Phaneroptera nana,Animalia,,,,,
Latrodectus geometricus,Animalia,Phaneropterini,Animalia,,,,,
Ortalia ochracea ochracea,Animalia,Pheidole,Animalia,,,,,
Trichonephila clavata,Animalia,Phelotrupes bolm,Animalia,,,,,
Enoplognatha ovata,Animalia,Philanthus,Animalia,,,,,
Auplopus carbonarius,Animalia,Philodromidae,Animalia,,,,,
Ardea melanocephala,Animalia,Philothamnus hoplogaster,Animalia,,,,,
Zoropsis spinimana,Animalia,Phlogophora meticulosa,Animalia,,,,,
Cathartes aura,Animalia,Phoca vitulina richardii,Animalia,,,,,
Stagmomantis carolina,Animalia,Phoebis sennae,Animalia,,,,,
Byblia anvatara,Animalia,Phoenix reclinata,Plantae,,,,,
Loxodonta africana,Animalia,Phoenix reclinata,Plantae,,,,,
Larus glaucescens,Animalia,Pholidae,Animalia,,,,,
Ardea herodias,Animalia,Pholis laeta,Animalia,,,,,
Cepphus columba,Animalia,Pholis laeta,Animalia,,,,,
Corvus brachyrhynchos,Animalia,Pholis laeta,Animalia,,,,,
Larus glaucescens,Animalia,Pholis laeta,Animalia,,,,,
Podilymbus podiceps,Animalia,Pholis laeta,Animalia,,,,,
Ardea herodias,Animalia,Pholis ornata,Animalia,,,,,
Bucephala clangula,Animalia,Pholis ornata,Animalia,,,,,
Cepphus columba,Animalia,Pholis ornata,Animalia,,,,,
Corvus brachyrhynchos,Animalia,Pholis ornata,Animalia,,,,,
Larus glaucescens Ã— occidentalis,Animalia,Pholis ornata,Animalia,,,,,
Liris aurulentus,Animalia,Phonarellus ritsemae,Animalia,,,,,
Philemon corniculatus,Animalia,Phormium tenax,Plantae,,,,,
Parasteatoda tepidariorum,Animalia,Phoroctenia vittata,Animalia,,,,,
Misumessus oblongus,Animalia,Phyciodes tharos,Animalia,,,,,
Promachus hinei,Animalia,Phyciodes tharos,Animalia,,,,,
Hemiargus ceraunus,Animalia,Phyla nodiflora,Plantae,,,,,
Xysticus cristatus,Animalia,Phyllobius virideaeris,Animalia,,,,,
Proctacanthus brevipennis,Animalia,Phyllomydas parvulus,Animalia,,,,,
Steatoda grossa,Animalia,Phyllophaga,Animalia,,,,,
Stigmaeopsis nanjingensis,Animalia,Phyllostachys,Plantae,,,,,
Halictus confusus,Animalia,Phymata pennsylvanica,Animalia,,,,,
Trachyphonus vaillantii,Animalia,Phymateus viridipes,Animalia,,,,,
Panorpa vulgaris,Animalia,Phymatocera aterrima,Animalia,,,,,
Gallinula galeata,Animalia,Physella,Animalia,,,,,
Bombus huntii,Animalia,Physocarpus monogynus,Plantae,,,,,
Loxia leucoptera,Animalia,Picea pungens,Plantae,,,,,
Drosera madagascariensis,Plantae,Pieridae,Animalia,TRUE,TRUE,,,
Cotesia glomerata,Animalia,Pieris brassicae,Animalia,,,,,
Aglais io,Animalia,Pieris japonica,Plantae,,,,,
Phymata americana,Animalia,Pieris rapae,Animalia,,,,,
Globimetula mweroensis,Plantae,Pyracantha,Plantae,FALSE,TRUE,mistletoe parasitizing host trees/shrubs,,Hemiparasitism
Pachnodella impressa,Animalia,Pilostyles aethiopica,Plantae,,,,,
Neodiprion lecontei,Animalia,Pinus palustris,Plantae,,,,,
Larus glaucescens Ã— occidentalis,Animalia,Pisaster ochraceus,Animalia,,,,,
Larus occidentalis,Animalia,Pisaster ochraceus,Animalia,,,,,
Sciurus carolinensis,Animalia,Pistacia chinensis,Plantae,,,,,
Buteo jamaicensis,Animalia,Pituophis catenifer sayi,Animalia,,,,,
Buteo buteo buteo,Animalia,Placentalia,Animalia,,,,,
Crocuta crocuta,Animalia,Placentalia,Animalia,,,,,
Lanius collaris collaris,Animalia,Placentalia,Animalia,,,,,
Branta canadensis,Animalia,Plantae,Plantae,,,,,
Chlorocebus pygerythrus pygerythrus,Animalia,Plantae,Plantae,,,,,
Larus delawarensis,Animalia,Plantae,Plantae,,,,,
Solanophila infirma,Animalia,Plantae,Plantae,,,,,
Toxomerus marginatus,Animalia,Plantago lanceolata,Plantae,,,,,
Larus glaucescens Ã— occidentalis,Animalia,Platichthys stellatus,Animalia,,,,,
Pheidole megacephala,Animalia,Platypleura argentata,Animalia,,,,,
Zelus longipes,Animalia,Plecia nearctica,Animalia,,,,,
Dolichovespula arenaria,Animalia,Plecoptera,Animalia,,,,,
Amblyomma americanum,Animalia,Plestiodon,Animalia,,,,,
Diadophis punctatus,Animalia,Plethodon glutinosus,Animalia,,,,,
Ardea cinerea,Animalia,Pleuronectidae,Animalia,,,,,
Corvus cornix,Animalia,Pleuronectoidei,Animalia,,,,,
Larus crassirostris,Animalia,Pleuronectoidei,Animalia,,,,,
Arion subfuscus,Animalia,Pleurotus levis,Fungi,,,,,
Globimetula mweroensis,Plantae,Salix babylonica,Plantae,FALSE,TRUE,mistletoe parasitizing host trees/shrubs,,Hemiparasitism
Dendroaspis polylepis,Animalia,Ploceus cucullatus,Animalia,,,,,
Spilosoma virginica,Animalia,Pluchea camphorata,Plantae,,,,,
Xylocopa latipes,Animalia,Plumeria,Plantae,,,,,
Haliaeetus leucocephalus,Animalia,Pluvialis squatarola,Animalia,,,,,
Cisticola juncidis,Animalia,Poaceae,Plantae,,,,,
Damaliscus lunatus lunatus,Animalia,Poaceae,Plantae,,,,,
Estrilda astrild tenebridorsa,Animalia,Poaceae,Plantae,,,,,
Hippopotamus amphibius,Animalia,Poaceae,Plantae,,,,,
Phacochoerus africanus sundevallii,Animalia,Poaceae,Plantae,,,,,
Syncerus caffer caffer,Animalia,Poaceae,Plantae,,,,,
Vombatus ursinus tasmaniensis,Animalia,Poaceae,Plantae,,,,,
Hippopotamus amphibius,Animalia,Poales,Plantae,,,,,
Redunca arundinum arundinum,Animalia,Poales,Plantae,,,,,
Telamonia dimidiata,Animalia,Pochazia sinuata,Animalia,,,,,
Sturnus vulgaris,Animalia,Podarcis muralis,Animalia,,,,,
Vespula germanica,Animalia,Podarcis muralis,Animalia,,,,,
Vipera aspis,Animalia,Podarcis muralis,Animalia,,,,,
Vipera aspis francisciredi,Animalia,Podarcis muralis,Animalia,,,,,
Geronticus eremita,Animalia,Podarcis siculus,Animalia,,,,,
Hogna radiata,Animalia,Podarcis siculus,Animalia,,,,,
Podarcis siculus,Animalia,Podarcis siculus,Animalia,,,,,
Ophiocordyceps humbertii,Fungi,Polistes dominula,Animalia,FALSE,TRUE,Ophiocordyceps humbertii is an entomopathogenic “zombie” fungus of social wasps,,Parasitism
Argiope aurantia,Animalia,Polistes,Animalia,,,,,
Merops apiaster,Animalia,Polistes,Animalia,,,,,
Rhynocoris segmentarius,Animalia,Polistes africanus,Animalia,,,,,
Ophryocystis elektroscirrha,Chromista,Danaus gilippus,Animalia,FALSE,TRUE,Ophryocystis elektroscirrha is a neogregarine protozoan that infects monarch and queen butterflies,,Parasitism
Zygiella x-notata,Animalia,Polistes dominula,Animalia,,,,,
Gryllus pennsylvanicus,Animalia,Polistes fuscatus,Animalia,,,,,
Mimus polyglottos,Animalia,Polistes metricus,Animalia,,,,,
Argiope aurantia,Animalia,Polistinae,Animalia,,,,,
Marpissa muscosa,Animalia,Pollenia,Animalia,,,,,
Sceliphron javanum,Animalia,Poltys idae,Animalia,,,,,
Zizeeria knysna,Animalia,Polycarpon tetraphyllum,Plantae,,,,,
Zizeeria knysna knysna,Animalia,Polycarpon tetraphyllum,Plantae,,,,,
Segestria bavarica,Animalia,Polydrusus cervinus,Animalia,,,,,
Passer domesticus,Animalia,Polygonum aviculare,Plantae,,,,,
Xenochrophis trianguligerus,Animalia,Polypedates leucomystax,Animalia,,,,,
Aramus guarauna,Animalia,Pomacea,Animalia,,,,,
Rostrhamus sociabilis,Animalia,Pomacea maculata,Animalia,,,,,
Messor barbarus,Animalia,Pomatias elegans,Animalia,,,,,
Ardea herodias,Animalia,Pomoxis,Animalia,,,,,
Quiscalus mexicanus,Animalia,Pomoxis,Animalia,,,,,
Nannopterum auritum,Animalia,Pomoxis annularis,Animalia,,,,,
Ardea alba,Animalia,Pomoxis nigromaculatus,Animalia,,,,,
Ardea herodias,Animalia,Pomoxis nigromaculatus,Animalia,,,,,
Larus smithsonianus,Animalia,Pomoxis nigromaculatus,Animalia,,,,,
Pandion haliaetus,Animalia,Pomoxis nigromaculatus,Animalia,,,,,
Baryphas ahenus,Animalia,Pompilidae,Animalia,,,,,
Fulica americana,Animalia,Pontederia cordata,Plantae,,,,,
Stegodyphus dumicola,Animalia,Pontia helice,Animalia,,,,,
Globimetula mweroensis,Plantae,Vangueria vestita,Plantae,FALSE,TRUE,mistletoe parasitizing host trees/shrubs,,Hemiparasitism
Tetramorium immigrans,Animalia,Porcellio scaber,Animalia,,,,,
Egretta caerulea,Animalia,Portunidae,Animalia,,,,,
Ardea cinerea,Animalia,Potamon fluviatile,Animalia,,,,,
Halcyon albiventris albiventris,Animalia,Potamonautes barbarai,Animalia,,,,,
Atherigona reversura,Animalia,Potentilla indica,Plantae,,,,,
Telchinia burni,Animalia,Pouzolzia mixta,Plantae,,,,,
Paltothyreus tarsatus,Animalia,Proagoderus dives,Animalia,,,,,
Ardea cinerea,Animalia,Procambarus clarkii,Animalia,,,,,
Larus occidentalis,Animalia,Procambarus clarkii,Animalia,,,,,
Nyctanassa violacea,Animalia,Procambarus clarkii,Animalia,,,,,
Podilymbus podiceps,Animalia,Procambarus clarkii,Animalia,,,,,
Vespula germanica,Animalia,Procambarus clarkii,Animalia,,,,,
Libellula depressa,Animalia,Proctotrupes,Animalia,,,,,
Coragyps atratus,Animalia,Procyon lotor,Animalia,,,,,
Vespa crabro,Animalia,Promachus hinei,Animalia,,,,,
Promachus hinei,Animalia,Promachus hinei,Animalia,,,,,
Gasteracantha cancriformis,Animalia,Prosapia bicincta,Animalia,,,,,
Promerops gurneyi ardens,Animalia,Protea cynaroides,Plantae,,,,,
Nectarinia famosa,Animalia,Protea eximia,Plantae,,,,,
Nymphalis antiopa,Animalia,Prunus americana,Plantae,,,,,
Polistes dominula,Animalia,Prunus americana,Plantae,,,,,
Vespula atropilosa,Animalia,Prunus americana,Plantae,,,,,
Ursus americanus,Animalia,Prunus avium,Plantae,,,,,
Andrena bicolor,Animalia,Prunus cerasifera,Plantae,,,,,
Bombus hortorum,Animalia,Prunus cerasifera,Plantae,,,,,
Larus delawarensis,Animalia,Prunus persica,Plantae,,,,,
Andrena crataegi,Animalia,Prunus virginiana,Plantae,,,,,
Copestylum satur,Animalia,Prunus virginiana,Plantae,,,,,
Turdus migratorius,Animalia,Prunus virginiana,Plantae,,,,,
Vanessa atalanta,Animalia,Prunus virginiana,Plantae,,,,,
Ariolimax columbianus,Animalia,Psathyrellaceae,Fungi,,,,,
Mantis religiosa,Animalia,Pseudacris regilla,Animalia,,,,,
Brachythemis contaminata,Animalia,Pseudagrion,Animalia,,,,,
Anoplolepis steingroeveri,Animalia,Pseudaspis cana,Animalia,,,,,
Morelia spilota,Animalia,Pseudocheirus peregrinus,Animalia,,,,,
Morelia spilota mcdowelli,Animalia,Pseudocheirus peregrinus,Animalia,,,,,
Corythornis cristatus,Animalia,Pseudocrenilabrus philander,Animalia,,,,,
Corythornis cristatus cristatus,Animalia,Pseudocrenilabrus philander,Animalia,,,,,
Tamiasciurus hudsonicus,Animalia,Pseudotsuga menziesii,Plantae,,,,,
Ursus americanus,Animalia,Pseudotsuga menziesii,Plantae,,,,,
Hyalophora euryalus,Animalia,Pseudotsuga menziesii menziesii,Plantae,,,,,
Mecaphesa asperata,Animalia,Psorophora ferox,Animalia,,,,,
Cephonodes hylas,Animalia,Psorospermum febrifugum,Plantae,,,,,
Platycryptus undatus,Animalia,Psychodinae,Animalia,,,,,
Julbernardia globiflora,Plantae,Pilostyles aethiopica,Plantae,FALSE,FALSE,"predator” and “prey” are reversed as per Chatgpt. Pilostyles aethiopica is a tiny, leafless holoparasitic plant that lives inside the stems of its host (Apodanthaceae).  Refer to column number 2234",Yes,Endoparasitism
Lippia javanica,Plantae,Mylothris agathina agathina,Animalia,FALSE,FALSE,Pollination,,Pollination
Crocodylus acutus,Animalia,Pterois volitans,Animalia,,,,,
Alligator mississippiensis,Animalia,Pterygoplichthys,Animalia,,,,,
Ardea herodias,Animalia,Pterygoplichthys,Animalia,,,,,
Ardea cocoi,Animalia,Pterygoplichthys ambrosettii,Animalia,,,,,
Tigrisoma lineatum,Animalia,Pterygoplichthys ambrosettii,Animalia,,,,,
Chloropicus namaquus coalescens,Animalia,Pterygota,Animalia,,,,,
Dicrurus adsimilis adsimilis,Animalia,Pterygota,Animalia,,,,,
Erithacus rubecula,Animalia,Pterygota,Animalia,,,,,
Halcyon albiventris albiventris,Animalia,Pterygota,Animalia,,,,,
Lanius collaris collaris,Animalia,Pterygota,Animalia,,,,,
Lanius schach,Animalia,Pterygota,Animalia,,,,,
Mixornis gularis,Animalia,Pterygota,Animalia,,,,,
Neoscona crucifera,Animalia,Pterygota,Animalia,,,,,
Passer domesticus,Animalia,Pterygota,Animalia,,,,,
Passerella iliaca,Animalia,Pterygota,Animalia,,,,,
Phelsuma laticauda,Animalia,Pterygota,Animalia,,,,,
Platycryptus undatus,Animalia,Pterygota,Animalia,,,,,
Promachus rufipes,Animalia,Pterygota,Animalia,,,,,
Sialia mexicana,Animalia,Pterygota,Animalia,,,,,
Zonotrichia leucophrys,Animalia,Pterygota,Animalia,,,,,
Papilio polyxenes,Animalia,Ptilimnium,Plantae,,,,,
Nycticorax nycticorax,Animalia,Ptychadena,Animalia,,,,,
Thamnophis couchii,Animalia,Ptychocheilus grandis,Animalia,,,,,
Larus glaucescens Ã— occidentalis,Animalia,Pugettia gracilis,Animalia,,,,,
Enhydra lutris,Animalia,Pugettia producta,Animalia,,,,,
Enhydra lutris nereis,Animalia,Pugettia producta,Animalia,,,,,
Larus glaucescens Ã— occidentalis,Animalia,Pugettia producta,Animalia,,,,,
Pilostyles aethiopica,Plantae,Julbernardia globiflora,Plantae,FALSE,TRUE,"Pilostyles embedded in the host stems, drawing all its nutrients from Julbernardia. ",,Endoparasitism
Stactolaema whytii,Animalia,Pyracantha angustifolia,Plantae,,,,,
Misumena vatia,Animalia,Pyrobombus,Animalia,,,,,
Troilus luridus,Animalia,Pyrrhalta viburni,Animalia,,,,,
Toxomerus marginatus,Animalia,Pyrrhopappus,Plantae,,,,,
Misumena vatia,Animalia,Pyrrhosoma nymphula,Animalia,,,,,
Naja subfulva,Animalia,Python natalensis,Animalia,,,,,
Anisota senatoria,Animalia,Quercus bicolor,Plantae,,,,,
Otospermophilus beecheyi,Animalia,Quercus lobata,Plantae,,,,,
Biorhiza pallida,Animalia,Quercus robur,Plantae,,,,,
Capra pyrenaica,Animalia,Quercus rotundifolia,Plantae,,,,,
Phylloporia amplectens,Fungi,Asimina reticulata,Plantae,FALSE,TRUE,"Phylloporia amplectens is “pawpaw polypore,” an obligate parasite on pawpaw trees",,Parasitism
Argiope australis,Animalia,Quintilia,Animalia,,,,,
Dicrurus adsimilis adsimilis,Animalia,Quintilia,Animalia,,,,,
Halcyon albiventris albiventris,Animalia,Quintilia,Animalia,,,,,
Trichonephila fenestrata,Animalia,Quintilia carinata,Animalia,,,,,
Trichonephila fenestrata fenestrata,Animalia,Quintilia carinata,Animalia,,,,,
Ardea cinerea,Animalia,Rana temporaria,Animalia,,,,,
Erinaceus europaeus,Animalia,Rana temporaria,Animalia,,,,,
Natrix natrix,Animalia,Rana temporaria,Animalia,,,,,
Mergus merganser,Animalia,Ranidae,Animalia,,,,,
Bombus hypnorum,Animalia,Ranunculaceae,Plantae,,,,,
Bombus pratorum,Animalia,Ranunculaceae,Plantae,,,,,
Cupido comyntas,Animalia,Ranunculus,Plantae,,,,,
Oedemera nobilis,Animalia,Ranunculus,Plantae,,,,,
Epirrhoe plebeculata,Animalia,Ranunculus glaberrimus,Plantae,,,,,
Apis mellifera,Animalia,Raphanus raphanistrum,Plantae,,,,,
Hylephila phyleus,Animalia,Raphanus raphanistrum,Plantae,,,,,
Batyle suturalis,Animalia,Ratibida columnifera,Plantae,,,,,
Ardea ibis,Animalia,Rattus,Animalia,,,,,
Bubo bubo,Animalia,Rattus,Animalia,,,,,
Buteo lineatus,Animalia,Rattus,Animalia,,,,,
Corvus cornix,Animalia,Rattus norvegicus,Animalia,,,,,
Larus argentatus,Animalia,Rattus norvegicus,Animalia,,,,,
Mustela richardsonii,Animalia,Rattus norvegicus,Animalia,,,,,
Pica hudsonia,Animalia,Rattus norvegicus,Animalia,,,,,
Pica pica,Animalia,Rattus norvegicus,Animalia,,,,,
Elanus leucurus,Animalia,Rattus rattus,Animalia,,,,,
Larus dominicanus,Animalia,Rattus rattus,Animalia,,,,,
Larus dominicanus dominicanus,Animalia,Rattus rattus,Animalia,,,,,
Vespula pensylvanica,Animalia,Rattus rattus,Animalia,,,,,
Icerya purchasi,Animalia,Retama sphaerocarpa,Plantae,,,,,
Catharus guttatus,Animalia,Reticulitermes hesperus,Animalia,,,,,
Cyanocitta stelleri,Animalia,Reticulitermes hesperus,Animalia,,,,,
Setophaga coronata,Animalia,Reticulitermes hesperus,Animalia,,,,,
Setophaga townsendi,Animalia,Reticulitermes hesperus,Animalia,,,,,
Halcyon albiventris,Animalia,Rhabdomys pumilio,Animalia,,,,,
Halcyon albiventris albiventris,Animalia,Rhabdomys pumilio,Animalia,,,,,
Trimeresurus vogeli,Animalia,Rhacophorus robertingeri,Animalia,,,,,
Phyllosticta asiminae,Fungi,Asimina parviflora,Plantae,FALSE,TRUE,P. asiminae attacks several Asimina species and cultivars,,Parasitism
Nannopterum brasilianum,Animalia,Rhamdia guatemalensis,Animalia,,,,,
Turdus migratorius,Animalia,Rhamnus,Plantae,,,,,
Turdus migratorius,Animalia,Rhamnus cathartica,Plantae,,,,,
Erythrolamprus reginae,Animalia,Rhinella,Animalia,,,,,
Eristalis tenax,Animalia,Rhodiola rosea,Plantae,,,,,
Bombus hypnorum,Animalia,Rhododendron,Plantae,,,,,
Phyllosticta asiminae,Fungi,Asimina triloba,Plantae,FALSE,TRUE,P. asiminae attacks several Asimina species and cultivars,,Parasitism
Osmia bicornis,Animalia,Rhododendron,Plantae,,,,,
Phyllosticta asiminae,Fungi,Asimina Ã— piedmontana,Plantae,FALSE,TRUE,P. asiminae attacks several Asimina species and cultivars,,Parasitism
Habropoda laboriosa,Animalia,Rhododendron indicum,Plantae,,,,,
Papilio palamedes,Animalia,Rhododendron indicum,Plantae,,,,,
Abisares viridipennis,Animalia,Rhoicissus tomentosa,Plantae,,,,,
Calotes versicolor,Animalia,Rhombodera basalis,Animalia,,,,,
Phaenicophaeus tristis,Animalia,Rhombodera basalis,Animalia,,,,,
Phaenicophaeus tristis longicaudatus,Animalia,Rhombodera basalis,Animalia,,,,,
Phalacrocorax varius,Animalia,Rhombosolea plebeia,Animalia,,,,,
Phalacrocorax varius varius,Animalia,Rhombosolea plebeia,Animalia,,,,,
Sialia sialis,Animalia,Rhus copallinum,Plantae,,,,,
Dryobates pubescens,Animalia,Rhus typhina,Plantae,,,,,
Dryobates pubescens medianus,Animalia,Rhus typhina,Plantae,,,,,
Sialia sialis,Animalia,Rhus typhina,Plantae,,,,,
Zonotrichia albicollis,Animalia,Rhus typhina,Plantae,,,,,
Rhus typhina,Plantae,Rhus typhina,Plantae,FALSE,FALSE,Need to check with the professor. No idea whats happening. The plant is shown as eating itself,Yes,
Rhipidura javanica,Animalia,Rhyothemis phyllis,Animalia,,,,,
Filistata insidiatrix,Animalia,Rhytideres plicatus,Animalia,,,,,
Solenopsis invicta,Animalia,Rifargia subrotata,Animalia,,,,,
Ardea herodias,Animalia,Rodentia,Animalia,,,,,
Circus hudsonius,Animalia,Rodentia,Animalia,,,,,
Corvus corax,Animalia,Rodentia,Animalia,,,,,
Crematogaster scutellaris,Animalia,Rodentia,Animalia,,,,,
Larus fuscus,Animalia,Rodentia,Animalia,,,,,
Lophaetus occipitalis,Animalia,Rodentia,Animalia,,,,,
Tyto furcata,Animalia,Rodentia,Animalia,,,,,
Anthopleura sola,Animalia,Romaleon antennarium,Animalia,,,,,
Larus occidentalis,Animalia,Romaleon antennarium,Animalia,,,,,
Oplostomus fuligineus,Animalia,Ropalidia nobilis,Animalia,,,,,
Bombus griseocollis,Animalia,Rosa,Plantae,,,,,
Bombycilla cedrorum,Animalia,Rosa multiflora,Plantae,,,,,
Catharus guttatus,Animalia,Rosa multiflora,Plantae,,,,,
Acridotheres tristis tristis,Animalia,Roystonea regia,Plantae,,,,,
Passer diffusus,Animalia,Roystonea regia,Plantae,,,,,
Amphorophora rubi,Animalia,Rubus,Plantae,,,,,
Apis mellifera,Animalia,Rubus,Plantae,,,,,
Bombus melanopygus,Animalia,Rubus armeniacus,Plantae,,,,,
Bombus rufocinctus,Animalia,Rubus deliciosus,Plantae,,,,,
Trichodes ornatus,Animalia,Rubus deliciosus,Plantae,,,,,
Apis mellifera,Animalia,Rubus odoratus,Plantae,,,,,
Agromyza vockerothi,Animalia,Rubus phoenicolasius,Plantae,,,,,
Colias eurytheme,Animalia,Rubus trivialis,Plantae,,,,,
Toxomerus marginatus,Animalia,Rudbeckia hirta,Plantae,,,,,
Adejeania vexatrix,Animalia,Rudbeckia laciniata,Plantae,,,,,
