scientific_name,common_name,iconic_taxon_name,taxon_kingdom,taxon_species,taxon_phylum,taxon_subphylum,taxon_superclass,taxon_class,taxon_subclass,taxon_superorder,taxon_order,taxon_suborder,taxon_superfamily,taxon_family,taxon_subfamily,taxon_supertribe,taxon_tribe,taxon_subtribe,taxon_genus,taxon_genushybrid,taxon_hybrid,taxon_subspecies,taxon_variety,taxon_form
Chondrodactylus laevigatus,Fischer's Thick-toed Gecko,Reptilia,Animalia,Chondrodactylus laevigatus,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Gekkonidae,,,,,Chondrodactylus,,,,,
Chroicocephalus philadelphia,Bonaparte's Gull,Aves,Animalia,Chroicocephalus philadelphia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,,,Chroicocephalus,,,,,
Chroicocephalus ridibundus,Black-headed Gull,Aves,Animalia,Chroicocephalus ridibundus,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,,,Chroicocephalus,,,,,
Chromolaena odorata,Siam weed,Plantae,Plantae,Chromolaena odorata,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Eupatorieae,Praxelinae,Chromolaena,,,,,
Chrysis angolensis,,Insecta,Animalia,Chrysis angolensis,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Chrysidoidea,Chrysididae,Chrysidinae,,Chrysidini,,Chrysis,,,,,
Chrysochloris asiatica,Cape Golden Mole,Mammalia,Animalia,Chrysochloris asiatica,Chordata,Vertebrata,,Mammalia,Theria,Afrotheria,Afrosoricida,Chrysochloridea,,Chrysochloridae,Chrysochlorinae,,,,Chrysochloris,,,,,
Chrysocrambus linetella,Orange-bar Grass-veneer,Insecta,Animalia,Chrysocrambus linetella,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Crambinae,,Crambini,,Chrysocrambus,,,,,
Chrysomya marginalis,Regal Blowfly,Insecta,Animalia,Chrysomya marginalis,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Calliphoridae,Chrysomyinae,,,,Chrysomya,,,,,
Chrysopelea paradisi,Paradise Flying Snake,Reptilia,Animalia,Chrysopelea paradisi,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Ahaetuliinae,,,,Chrysopelea,,,,,
Cichorium intybus,chicory,Plantae,Plantae,Cichorium intybus,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorieae,Cichoriinae,Cichorium,,,,,
Cigaritis ella,Ella’s Bar,Insecta,Animalia,Cigaritis ella,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Aphnaeinae,,Cigaritini,Cigaritina,Cigaritis,,,,,
Cinnyricinclus leucogaster,Violet-backed Starling,Aves,Animalia,Cinnyricinclus leucogaster,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sturnidae,,,,,Cinnyricinclus,,,,,
Circaetus cinereus,Brown Snake-Eagle,Aves,Animalia,Circaetus cinereus,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Circaetinae,,,,Circaetus,,,,,
Circaetus pectoralis,Black-chested Snake-Eagle,Aves,Animalia,Circaetus pectoralis,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Circaetinae,,,,Circaetus,,,,,
Circus hudsonius,Northern Harrier,Aves,Animalia,Circus hudsonius,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Accipitrinae,,,,Circus,,,,,
Circus ranivorus,African Marsh Harrier,Aves,Animalia,Circus ranivorus,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Accipitrinae,,,,Circus,,,,,
Cirina forda,Pallid Emperor,Insecta,Animalia,Cirina forda,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Saturniidae,Saturniinae,,Bunaeini,,Cirina,,,,,
Cirripectes hutchinsi,Hutchins' Blenny,Actinopterygii,Animalia,Cirripectes hutchinsi,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Blenniiformes,Blennioidei,,Blenniidae,Salariinae,,,,Cirripectes,,,,,
Cirsium arvense,creeping thistle,Plantae,Plantae,Cirsium arvense,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cardueae,Carduinae,Cirsium,,,,,
Cirsium horridulum,bristle thistle,Plantae,Plantae,Cirsium horridulum,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cardueae,Carduinae,Cirsium,,,,,
Cirsium spinosissimum,Spiniest thistle,Plantae,Plantae,Cirsium spinosissimum,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cardueae,Carduinae,Cirsium,,,,,
Cirsium vulgare,Bull Thistle,Plantae,Plantae,Cirsium vulgare,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cardueae,Carduinae,Cirsium,,,,,
Citharexylum spinosum,Spiny Fiddlewood,Plantae,Plantae,Citharexylum spinosum,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Verbenaceae,,,Citharexyleae,,Citharexylum,,,,,
Civettictis civetta,African Civet,Mammalia,Animalia,Civettictis civetta,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Viverridae,Viverrinae,,,,Civettictis,,,,,
Clamator jacobinus,Northern Jacobin Cuckoo,Aves,Animalia,Clamator jacobinus,Chordata,Vertebrata,,Aves,,,Cuculiformes,,,Cuculidae,Cuculinae,,,,Clamator,,,Clamator jacobinus pica,,
Clamator jacobinus pica,Northern Jacobin Cuckoo,Aves,Animalia,Clamator jacobinus,Chordata,Vertebrata,,Aves,,,Cuculiformes,,,Cuculidae,Cuculinae,,,,Clamator,,,Clamator jacobinus pica,,
Clarias batrachus,Walking Catfish,Actinopterygii,Animalia,Clarias batrachus,Chordata,Vertebrata,,Actinopterygii,,Ostariophysi,Siluriformes,Siluroidei,,Clariidae,,,,,Clarias,,,,,
Clarias gariepinus,Sharptooth Catfish,Actinopterygii,Animalia,Clarias gariepinus,Chordata,Vertebrata,,Actinopterygii,,Ostariophysi,Siluriformes,Siluroidei,,Clariidae,,,,,Clarias,,,,,
Clastoptera obtusa,Alder Spittlebug,Insecta,Animalia,Clastoptera obtusa,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cercopoidea,Clastopteridae,Clastopterinae,,Clastopterini,,Clastoptera,,,,,
Clathroneuria schwarzi,,Insecta,Animalia,Clathroneuria schwarzi,Arthropoda,Hexapoda,,Insecta,Pterygota,,Neuroptera,Myrmeleontiformia,Myrmeleontoidea,Myrmeleontidae,Myrmeleontinae,,Brachynemurini,,Clathroneuria,,,,,
Clausena anisata,samandua,Plantae,Plantae,Clausena anisata,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Rutaceae,Aurantioideae,,,,Clausena,,,,,
Claytonia perfoliata,miner's lettuce,Plantae,Plantae,Claytonia perfoliata,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,,,Claytonia,,,,,
Clemacantha goliath,Goliath Stick Insect,Insecta,Animalia,Clemacantha goliath,Arthropoda,Hexapoda,,Insecta,Pterygota,,Phasmida,Verophasmatodea,,Phasmatidae,Phasmatinae,,Phasmatini,,Clemacantha,,,,,
Clinocardium nuttallii,Nuttall's Cockle,Mollusca,Animalia,Clinocardium nuttallii,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Cardioidea,Cardiidae,Clinocardiinae,,,,Clinocardium,,,,,
Coccopygia quartinia,Yellow-bellied Waxbill,Aves,Animalia,Coccopygia quartinia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Estrildidae,,,,,Coccopygia,,,,,
Cocos nucifera,coconut palm,Plantae,Plantae,Cocos nucifera,Tracheophyta,Angiospermae,,Liliopsida,,,Arecales,,,Arecaceae,Arecoideae,,Cocoseae,Attaleinae,Cocos,,,,,
Coeligena torquata,Collared Inca,Aves,Animalia,Coeligena torquata,Chordata,Vertebrata,,Aves,,,Apodiformes,,,Trochilidae,Lesbiinae,,Heliantheini,,Coeligena,,,,,
Coelonia fulvinotata,Fulvous Hawk,Insecta,Animalia,Coelonia fulvinotata,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Sphingidae,Sphinginae,,Sphingini,Acherontiina,Coelonia,,,,,
Coenonympha california,Common Ringlet,Insecta,Animalia,Coenonympha california,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Satyrinae,,Satyrini,Coenonymphina,Coenonympha,,,,,
Coenosia tigrina,Common Tiger Fly,Insecta,Animalia,Coenosia tigrina,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,Muscidae,Coenosiinae,,Coenosiini,,Coenosia,,,,,
Colaptes auratus,Northern Flicker,Aves,Animalia,Colaptes auratus,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,Picinae,,Picini,,Colaptes,,,,,
Colaptes auratus luteus,Northern Yellow-shafted Flicker,Aves,Animalia,Colaptes auratus,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,Picinae,,Picini,,Colaptes,,,Colaptes auratus luteus,,
Coleomegilla maculata,Spotted Pink Lady Beetle,Insecta,Animalia,Coleomegilla maculata,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,Coccinellini,,Coleomegilla,,,,,
Colias eurytheme,Orange Sulphur,Insecta,Animalia,Colias eurytheme,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Coliadinae,,Coliadini,Coliadina,Colias,,,,,
Colibri coruscans,Sparkling Violetear,Aves,Animalia,Colibri coruscans,Chordata,Vertebrata,,Aves,,,Apodiformes,,,Trochilidae,Polytminae,,,,Colibri,,,,,
Colius striatus,Lowveld Speckled Mousebird,Aves,Animalia,Colius striatus,Chordata,Vertebrata,,Aves,,,Coliiformes,,,Coliidae,,,,,Colius,,,Colius striatus integralis,,
Colius striatus integralis,Lowveld Speckled Mousebird,Aves,Animalia,Colius striatus,Chordata,Vertebrata,,Aves,,,Coliiformes,,,Coliidae,,,,,Colius,,,Colius striatus integralis,,
Colophospermum mopane,Mopane,Plantae,Plantae,Colophospermum mopane,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Detarioideae,,Detarieae,,Colophospermum,,,,,
Colotis annae,Scarlet Tip,Insecta,Animalia,Colotis annae,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Teracolini,,Colotis,,,Colotis annae annae,,
Colotis annae annae,Scarlet Tip,Insecta,Animalia,Colotis annae,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Teracolini,,Colotis,,,Colotis annae annae,,
Colotis euippe,Southern Round-winged Orange Tip,Insecta,Animalia,Colotis euippe,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Teracolini,,Colotis,,,Colotis euippe omphale,,
Colotis euippe omphale,Southern Round-winged Orange Tip,Insecta,Animalia,Colotis euippe,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Teracolini,,Colotis,,,Colotis euippe omphale,,
Colotis evagore,Desert Orange Tip,Insecta,Animalia,Colotis evagore,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Teracolini,,Colotis,,,,,
Coluber constrictor,Southern Black Racer,Reptilia,Animalia,Coluber constrictor,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Colubrinae,,,,Coluber,,,Coluber constrictor priapus,,
Coluber constrictor priapus,Southern Black Racer,Reptilia,Animalia,Coluber constrictor,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Colubrinae,,,,Coluber,,,Coluber constrictor priapus,,
Columba arquatrix,Rameron Pigeon,Aves,Animalia,Columba arquatrix,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,,,Columba,,,,,
Columba livia,Rock Pigeon,Aves,Animalia,Columba livia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,,,Columba,,,,,
Columba livia domestica,Feral Pigeon,Aves,Animalia,Columba livia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,,,Columba,,,,Columba livia domestica,
Columba vitiensis,New Caledonia Metallic Pigeon,Aves,Animalia,Columba vitiensis,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,,,Columba,,,Columba vitiensis hypoenochroa,,
Columba vitiensis hypoenochroa,New Caledonia Metallic Pigeon,Aves,Animalia,Columba vitiensis,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,,,Columba,,,Columba vitiensis hypoenochroa,,
Combretum microphyllum,flame-creeper,Plantae,Plantae,Combretum microphyllum,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Combretaceae,,,,,Combretum,,,,,
Combretum molle,Velvet Bushwillow,Plantae,Plantae,Combretum molle,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Combretaceae,,,,,Combretum,,,,,
Combretum paniculatum,forest flame-creeper,Plantae,Plantae,Combretum paniculatum,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Combretaceae,,,,,Combretum,,,,,
Commelina erecta,whitemouth dayflower,Plantae,Plantae,Commelina erecta,Tracheophyta,Angiospermae,,Liliopsida,,,Commelinales,,,Commelinaceae,Commelinoideae,,Commelineae,,Commelina,,,,,
Condylostylus mundus,,Insecta,Animalia,Condylostylus mundus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Empidoidea,Dolichopodidae,Sciapodinae,,Sciapodini,,Condylostylus,,,,,
Conger conger,European Conger,Actinopterygii,Animalia,Conger conger,Chordata,Vertebrata,,Actinopterygii,,Elopomorpha,Anguilliformes,Congroidei,,Congridae,Congrinae,,,,Conger,,,,,
Coniodictyum chevalieri,,Fungi,Fungi,Coniodictyum chevalieri,Basidiomycota,Ustilaginomycotina,,Exobasidiomycetes,,,Exobasidiales,,,Cryptobasidiaceae,,,,,Coniodictyum,,,,,
Connochaetes taurinus mearnsi,Western White-bearded Wildebeest,Mammalia,Animalia,Connochaetes taurinus,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Antilopinae,,Alcelaphini,,Connochaetes,,,Connochaetes taurinus mearnsi,,
Convolvulus arvensis,field bindweed,Plantae,Plantae,Convolvulus arvensis,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Convolvulaceae,Convolvuloideae,,Convolvuleae,,Convolvulus,,,,,
Copestylum satur,Spotted-wing Bromeliad Fly,Insecta,Animalia,Copestylum satur,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,,,,
Coprinopsis lagopus,hare's foot inkcap,Fungi,Fungi,Coprinopsis lagopus,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Psathyrellaceae,,,,,Coprinopsis,,,,,
Coragyps atratus,Black Vulture,Aves,Animalia,Coragyps atratus,Chordata,Vertebrata,,Aves,,,Cathartiformes,,,Cathartidae,,,,,Coragyps,,,Coragyps atratus brasiliensis,,
Coragyps atratus brasiliensis,Neotropical Black Vulture,Aves,Animalia,Coragyps atratus,Chordata,Vertebrata,,Aves,,,Cathartiformes,,,Cathartidae,,,,,Coragyps,,,Coragyps atratus brasiliensis,,
Corbicula fluminea,Asian Clam,Mollusca,Animalia,Corbicula fluminea,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Cyrenoidea,Cyrenidae,,,,,Corbicula,,,,,
Corgatha wojtusiaki,,Insecta,Animalia,Corgatha wojtusiaki,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Boletobiinae,,Aventiini,,Corgatha,,,,,
Cornu aspersum,Garden Snail,Mollusca,Animalia,Cornu aspersum,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Helicidae,Helicinae,,Thebini,,Cornu,,,,,
Cornus sericea,red osier dogwood,Plantae,Plantae,Cornus sericea,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,Cornaceae,,,,,Cornus,,,,,
Corthylio calendula,Ruby-crowned Kinglet,Aves,Animalia,Corthylio calendula,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Regulidae,,,,,Corthylio,,,,,
Corvus brachyrhynchos,American Crow,Aves,Animalia,Corvus brachyrhynchos,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,Corvus,,,,,
Corvus corax,Common Raven,Aves,Animalia,Corvus corax,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,Corvus,,,,,
Corvus cornix,Hooded Crow,Aves,Animalia,Corvus cornix,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,Corvus,,,,,
Corvus corone,Carrion Crow,Aves,Animalia,Corvus corone,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,Corvus,,,,,
Corvus orru,Torresian Crow,Aves,Animalia,Corvus orru,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,Corvus,,,,,
Corythornis cristatus,Southern Malachite Kingfisher,Aves,Animalia,Corythornis cristatus,Chordata,Vertebrata,,Aves,,,Coraciiformes,,,Alcedinidae,Alcedininae,,,,Corythornis,,,Corythornis cristatus cristatus,,
Corythornis cristatus cristatus,Southern Malachite Kingfisher,Aves,Animalia,Corythornis cristatus,Chordata,Vertebrata,,Aves,,,Coraciiformes,,,Alcedinidae,Alcedininae,,,,Corythornis,,,Corythornis cristatus cristatus,,
Cotesia congregata,Hornworm Parasitoid Wasp,Insecta,Animalia,Cotesia congregata,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,Microgastrinae,,,,Cotesia,,,,,
Cotesia glomerata,Cabbage White Parasitoid Wasp,Insecta,Animalia,Cotesia glomerata,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,Microgastrinae,,,,Cotesia,,,,,
Cotinis nitida,Common Green June Beetle,Insecta,Animalia,Cotinis nitida,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Cetoniinae,,Gymnetini,Gymnetina,Cotinis,,,,,
Cottus bairdii,Mottled Sculpin,Actinopterygii,Animalia,Cottus bairdii,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Cottoidei,,Cottidae,,,,,Cottus,,,,,
Cottus gobio,European Bullhead,Actinopterygii,Animalia,Cottus gobio,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Cottoidei,,Cottidae,,,,,Cottus,,,,,
Crataegus monogyna,common hawthorn,Plantae,Plantae,Crataegus monogyna,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Maleae,,Crataegus,,,,,
Crematogaster scutellaris,Mediterranean Acrobat Ant,Insecta,Animalia,Crematogaster scutellaris,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Formicoidea,Formicidae,Myrmicinae,,Crematogastrini,,Crematogaster,,,,,
Creobroter gemmatus,Jeweled Flower Mantis,Insecta,Animalia,Creobroter gemmatus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Mantodea,Eumantodea,Hymenopoidea,Hymenopodidae,Hymenopodinae,,Hymenopodini,Pseudocreobotrina,Creobroter,,,,,
Crinifer concolor,Grey Go-away-bird,Aves,Animalia,Crinifer concolor,Chordata,Vertebrata,,Aves,,,Musophagiformes,,,Musophagidae,Criniferinae,,,,Crinifer,,,Crinifer concolor bechuanae,,
Crinifer concolor bechuanae,Kalahari Go-Away,Aves,Animalia,Crinifer concolor,Chordata,Vertebrata,,Aves,,,Musophagiformes,,,Musophagidae,Criniferinae,,,,Crinifer,,,Crinifer concolor bechuanae,,
Crithagra mozambica,Yellow-fronted Canary,Aves,Animalia,Crithagra mozambica,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,,Crithagra,,,Crithagra mozambica granti,,
Crithagra mozambica granti,Grant's Yellow-fronted Canary,Aves,Animalia,Crithagra mozambica,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,,Crithagra,,,Crithagra mozambica granti,,
Crocodylus acutus,American Crocodile,Reptilia,Animalia,Crocodylus acutus,Chordata,Vertebrata,,Reptilia,,,Crocodylia,,,Crocodylidae,,,,,Crocodylus,,,,,
Crocodylus niloticus,Nile Crocodile,Reptilia,Animalia,Crocodylus niloticus,Chordata,Vertebrata,,Reptilia,,,Crocodylia,,,Crocodylidae,,,,,Crocodylus,,,Crocodylus niloticus cowiei,,
Crocodylus niloticus cowiei,Southern African Crocodile,Reptilia,Animalia,Crocodylus niloticus,Chordata,Vertebrata,,Reptilia,,,Crocodylia,,,Crocodylidae,,,,,Crocodylus,,,Crocodylus niloticus cowiei,,
Crocodylus palustris,Mugger Crocodile,Reptilia,Animalia,Crocodylus palustris,Chordata,Vertebrata,,Reptilia,,,Crocodylia,,,Crocodylidae,,,,,Crocodylus,,,,,
Crocuta crocuta,Spotted Hyena,Mammalia,Animalia,Crocuta crocuta,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Hyaenidae,Hyaeninae,,,,Crocuta,,,,,
Crotalaria capensis,Cape Rattlepod,Plantae,Plantae,Crotalaria capensis,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Crotalarieae,,Crotalaria,,,,,
Crotalus cerastes,Sidewinder,Reptilia,Animalia,Crotalus cerastes,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Viperidae,Crotalinae,,,,Crotalus,,,,,
Crotalus oreganus,Northern Pacific Rattlesnake,Reptilia,Animalia,Crotalus oreganus,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Viperidae,Crotalinae,,,,Crotalus,,,Crotalus oreganus oreganus,,
Crotalus oreganus oreganus,Northern Pacific Rattlesnake,Reptilia,Animalia,Crotalus oreganus,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Viperidae,Crotalinae,,,,Crotalus,,,Crotalus oreganus oreganus,,
Croton pseudopulchellus,Lesser Lavender Croton,Plantae,Plantae,Croton pseudopulchellus,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Euphorbiaceae,Crotonoideae,,Crotoneae,,Croton,,,,,
Cryptachaea veruculata,Diamond Comb-footed Spider,Arachnida,Animalia,Cryptachaea veruculata,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,Theridiinae,,,,Cryptachaea,,,,,
Cryptochiton stelleri,Gumboot Chiton,Mollusca,Animalia,Cryptochiton stelleri,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Cryptoplacoidea,Acanthochitonidae,Cryptochitoninae,,,,Cryptochiton,,,,,
Cubophis caymanus,Grand Cayman Racer,Reptilia,Animalia,Cubophis caymanus,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Dipsadinae,,,,Cubophis,,,,,
Cuculus clamosus,Black Cuckoo,Aves,Animalia,Cuculus clamosus,Chordata,Vertebrata,,Aves,,,Cuculiformes,,,Cuculidae,Cuculinae,,,,Cuculus,,,,,
Cucumaria miniata,Orange Sea Cucumber,Animalia,Animalia,Cucumaria miniata,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Cucumariidae,,,,,Cucumaria,,,,,
Culex territans,Northern Frog-biting Mosquito,Insecta,Animalia,Culex territans,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Culicoidea,Culicidae,Culicinae,,Culicini,,Culex,,,,,
Cupido comyntas,Eastern Tailed-Blue,Insecta,Animalia,Cupido comyntas,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Everina,Cupido,,,,,
Cuspicona simplex,Green potato bug,Insecta,Animalia,Cuspicona simplex,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,,Rhynchocorini,,Cuspicona,,,,,
Cyaniris semiargus,Mazarine Blue,Insecta,Animalia,Cyaniris semiargus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Polyommatina,Cyaniris,,,,,
Cyanomitra olivacea,Olive Sunbird,Aves,Animalia,Cyanomitra olivacea,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Nectariniidae,,,,,Cyanomitra,,,Cyanomitra olivacea sclateri,,
Cyanomitra olivacea sclateri,Tuftless Olive Sunbird,Aves,Animalia,Cyanomitra olivacea,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Nectariniidae,,,,,Cyanomitra,,,Cyanomitra olivacea sclateri,,
Cycloplasis panicifoliella,,Insecta,Animalia,Cycloplasis panicifoliella,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,,,,,,Cycloplasis,,,,,
Cycnia collaris,Unexpected Cycnia Moth,Insecta,Animalia,Cycnia collaris,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,,Arctiini,Phaegopterina,Cycnia,,,,,
Cyligramma latona,Creamstriped Owl,Insecta,Animalia,Cyligramma latona,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Erebinae,,Erebini,,Cyligramma,,,,,
Cymatogaster aggregata,Shiner Surfperch,Actinopterygii,Animalia,Cymatogaster aggregata,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Blenniiformes,,,Embiotocidae,,,,,Cymatogaster,,,,,
Cynanchum ellipticum,Monkeyrope Buckhorn,Plantae,Plantae,Cynanchum ellipticum,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Asclepiadoideae,,Asclepiadeae,Cynanchinae,Cynanchum,,,,,
Cynanchum viminale,Caustic Vine,Plantae,Plantae,Cynanchum viminale,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Asclepiadoideae,,Asclepiadeae,Cynanchinae,Cynanchum,,,,,
Cynoscion nebulosus,Spotted Seatrout,Actinopterygii,Animalia,Cynoscion nebulosus,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Acanthuriformes,,,Sciaenidae,,,,,Cynoscion,,,,,
